"State","County","percent_smoking"
"TN","Pickett",20.4
"TN","Polk",22.7
"TN","Putnam",19.1
"TN","Rhea",23.4
"TN","Roane",20.6
"TN","Robertson",20.7
"TN","Rutherford",15.5
"TN","Scott",24.5
"TN","Sequatchie",22
"TN","Sevier",19.6
"TN","Shelby",14.6
"TN","Smith",21.3
"TN","Stewart",21.5
"TN","Sullivan",21.9
"TN","Sumner",18.7
"TN","Tipton",19.7
"TN","Trousdale",21.6
"TN","Unicoi",24
"TN","Union",24.2
"TN","Van Buren",23.1
"TN","Warren",21.2
"TN","Washington",18.6
"TN","Wayne",22.8
"TN","Weakley",19.1
"TN","White",22.6
"TN","Williamson",9.9
"TN","Wilson",17
"TX","Anderson",19.8
"TX","Andrews",15.4
"TX","Angelina",17.5
"TX","Aransas",15.1
"TX","Archer",15.6
"TX","Armstrong",12.9
"TX","Atascosa",12.6
"TX","Austin",13.8
"TX","Bailey",13.7
"TX","Bandera",13.9
"TX","Bastrop",13.9
"TX","Baylor",15
"TX","Bee",15.2
"TX","Bell",13.5
"TX","Bexar",11.4
"TX","Blanco",12.8
"TX","Borden",11.6
"TX","Bosque",16.4
"TX","Bowie",16.6
"TX","Brazoria",12.2
"TX","Brazos",10.7
"TX","Brewster",9.5
"TX","Briscoe",14.5
"TX","Brooks",10.4
"TX","Brown",17.3
"TX","Burleson",17.1
"TX","Burnet",15.5
"TX","Caldwell",14.5
"TX","Calhoun",13.2
"TX","Callahan",17.4
"TX","Cameron",8.1
"TX","Camp",16.8
"TX","Carson",14.2
"TX","Cass",18
"TX","Castro",13
"TX","Chambers",14.7
"TX","Cherokee",18
"TX","Childress",15.7
"TX","Clay",16.3
"TX","Cochran",13.2
"TX","Coke",15.1
"TX","Coleman",17.9
"TX","Collin",8.8
"TX","Collingsworth",13.5
"TX","Colorado",14.5
"TX","Comal",11.4
"TX","Comanche",15.3
"TX","Concho",14.7
"TX","Cooke",17
"TX","Coryell",16.2
"TX","Cottle",12.5
"TX","Crane",14
"TX","Crockett",15.1
"TX","Crosby",12.7
"TX","Culberson",11.1
"TX","Dallam",17.5
"TX","Dallas",12.9
"TX","Dawson",16.1
"TX","Deaf Smith",12.5
"TX","Delta",17.1
"TX","Denton",10.6
"TX","DeWitt",16
"TX","Dickens",16.1
"TX","Dimmit",10.8
"TX","Donley",15.5
"TX","Duval",10.7
"TX","Eastland",17.5
"TX","Ector",16.4
"TX","Edwards",11.2
"TX","El Paso",10.8
"TX","Ellis",14.6
"TX","Erath",14.8
"TX","Falls",17.1
"TX","Fannin",18.5
"TX","Fayette",14.6
"TX","Fisher",14.3
"TX","Floyd",12.1
"TX","Foard",15
"TX","Fort Bend",8.7
"TX","Franklin",14.7
"TX","Freestone",18.5
"TX","Frio",12.9
"TX","Gaines",16.4
"TX","Galveston",12.5
"TX","Garza",16.6
"TX","Gillespie",13.3
"TX","Glasscock",12.3
"TX","Goliad",13.4
"TX","Gonzales",13.7
"TX","Gray",17.8
"TX","Grayson",17.5
"TX","Gregg",16.8
"TX","Grimes",17.8
"TX","Guadalupe",12.4
"TX","Hale",14.2
"TX","Hall",14.4
"TX","Hamilton",17.2
"TX","Hansford",13.3
"TX","Hardeman",15.8
"TX","Hardin",18.3
"TX","Harris",11.2
"TX","Harrison",16.6
"TX","Hartley",15
"TX","Haskell",15.6
"TX","Hays",9.9
"TX","Hemphill",16.2
"TX","Henderson",19.8
"TX","Hidalgo",8.1
"TX","Hill",16.3
"TX","Hockley",13
"TX","Hood",16.5
"TX","Hopkins",17.6
"TX","Houston",17.7
"TX","Howard",17.5
"TX","Hudspeth",11.9
"TX","Hunt",17.5
"TX","Hutchinson",18.2
"TX","Irion",16.5
"TX","Jack",19.3
"TX","Jackson",14.7
"TX","Jasper",18.4
"TX","Jeff Davis",10.8
"TX","Jefferson",16.1
"TX","Jim Hogg",10.3
"TX","Jim Wells",11.4
"TX","Johnson",17.1
"TX","Jones",18.8
"TX","Karnes",14.6
"TX","Kaufman",16.3
"TX","Kendall",10
"TX","Kenedy",8.2
"TX","Kent",12.9
"TX","Kerr",13
"TX","Kimble",15.6
"TX","King",12.8
"TX","Kinney",13.2
"TX","Kleberg",10
"TX","Knox",14.9
"TX","La Salle",13.5
"TX","Lamar",17.7
"TX","Lamb",13.6
"TX","Lampasas",15.2
"TX","Lavaca",15.4
"TX","Lee",15.5
"TX","Leon",17.4
"TX","Liberty",18.7
"TX","Limestone",16.9
"TX","Lipscomb",13.2
"TX","Live Oak",14.3
"TX","Llano",17.9
"TX","Loving",20.6
"TX","Lubbock",13.7
"TX","Lynn",13.7
"TX","Madison",18
"TX","Marion",18.5
"TX","Martin",14.5
"TX","Mason",11.7
"TX","Matagorda",14.1
"TX","Maverick",9.2
"TX","McCulloch",15.6
"TX","McLennan",14.4
"TX","McMullen",17.4
"TX","Medina",11.9
"TX","Menard",14
"TX","Midland",13.7
"TX","Milam",16
"TX","Mills",14.8
"TX","Mitchell",16.6
"TX","Montague",18
"TX","Montgomery",13.1
"TX","Moore",14.2
"TX","Morris",16.6
"TX","Motley",13.9
"TX","Nacogdoches",14.3
"TX","Navarro",16.4
"TX","Newton",19.5
"TX","Nolan",16
"TX","Nueces",12.3
"TX","Ochiltree",15.2
"TX","Oldham",13.2
"TX","Orange",20.2
"TX","Palo Pinto",18.4
"TX","Panola",19.4
"TX","Parker",15.2
"TX","Parmer",13
"TX","Pecos",13.4
"TX","Polk",19.2
"TX","Potter",16.5
"TX","Presidio",8.4
"TX","Rains",19.8
"TX","Randall",12.9
"TX","Reagan",14.6
"TX","Real",13.3
"TX","Red River",18.9
"TX","Reeves",13.7
"TX","Refugio",13.9
"TX","Roberts",10.5
"TX","Robertson",15.9
"TX","Rockwall",11.6
"TX","Runnels",15.7
"TX","Rusk",17.5
"TX","Sabine",18.8
"TX","San Augustine",20
"TX","San Jacinto",18.6
"TX","San Patricio",13.7
"TX","San Saba",16.4
"TX","Schleicher",11.2
"TX","Scurry",16
"TX","Shackelford",14.7
"TX","Shelby",16.8
"TX","Sherman",11.2
"TX","Smith",14.8
"TX","Somervell",12
"TX","Starr",10
"TX","Stephens",18.2
"TX","Sterling",11.8
"TX","Stonewall",11.8
"TX","Sutton",12.8
"TX","Swisher",13.7
"TX","Tarrant",13
"TX","Taylor",14.9
"TX","Terrell",12.7
"TX","Terry",15.8
"TX","Throckmorton",16
"TX","Titus",15
"TX","Tom Green",14.3
"TX","Travis",9.2
"TX","Trinity",20.4
"TX","Tyler",19.8
"TX","Upshur",18.2
"TX","Upton",12.7
"TX","Uvalde",11.3
"TX","Val Verde",11.1
"TX","Van Zandt",20
"TX","Victoria",14.2
"TX","Walker",16.1
"TX","Waller",13
"TX","Ward",16.1
"TX","Washington",13.9
"TX","Webb",8.7
"TX","Wharton",14.8
"TX","Wheeler",13.9
"TX","Wichita",16.6
"TX","Wilbarger",16.7
"TX","Willacy",9.8
"TX","Williamson",9.9
"TX","Wilson",12.6
"TX","Winkler",17.6
"TX","Wise",16.4
"TX","Wood",18.2
"TX","Yoakum",12.8
"TX","Young",18.5
"TX","Zapata",10.1
"TX","Zavala",10.1
"UT","Beaver",15.5
"UT","Box Elder",10.5
"UT","Cache",8.1
"UT","Carbon",13.6
"UT","Daggett",14.2
"UT","Davis",7.2
"UT","Duchesne",11.9
"UT","Emery",15.1
"UT","Garfield",13.6
"UT","Grand",15.2
"UT","Iron",11.4
"UT","Juab",12.8
"UT","Kane",11.1
"UT","Millard",13.9
"UT","Morgan",8.5
"UT","Piute",14.5
"UT","Rich",12.6
"UT","Salt Lake",9.1
"UT","San Juan",16.3
"UT","Sanpete",11.6
"UT","Sevier",14.8
"UT","Summit",7
"UT","Tooele",11.2
"UT","Uintah",16.1
"UT","Utah",5.7
"UT","Wasatch",7
"UT","Washington",11.5
"UT","Wayne",12.2
"UT","Weber",11.7
"VA","Accomack",16.6
"VA","Albemarle",9.3
"VA","Alexandria",8.2
"VA","Alleghany",19.4
"VA","Amelia",18.4
"VA","Amherst",19.6
"VA","Appomattox",18.4
"VA","Arlington",6.4
"VA","Augusta/Waynesboro",18.9
"VA","Bath",19.4
"VA","Bedford/Bedford",18.1
"VA","Bland",20.6
"VA","Botetourt",16.8
"VA","Bristol",23.3
"VA","Brunswick",19.5
"VA","Buchanan",23.2
"VA","Buckingham",18.8
"VA","Buena Vista",25.5
"VA","Campbell",19.8
"VA","Caroline",17.4
"VA","Carroll",20.5
"VA","Charles",18.2
"VA","Charlotte",18.6
"VA","Charlottesville",12.7
"VA","Chesapeake",14.3
"VA","Chesterfield",13.3
"VA","Clarke",13.4
"VA","Colonial Heights",21
"VA","Covington",24.5
"VA","Craig",19.2
"VA","Culpeper",16.1
"VA","Cumberland",17.5
"VA","Danville",19.4
"VA","Dickenson",22.8
"VA","Dinwiddie",19.4
"VA","Emporia",19.6
"VA","Essex",17.7
"VA","Fairfax/Fairfax",7.6
"VA","Falls Church",5.4
"VA","Fauquier",13.9
"VA","Floyd",17.7
"VA","Fluvanna",15.3
"VA","Franklin",17.7
"VA","Frederick",16.4
"VA","Fredericksburg",13.3
"VA","Galax",20.8
"VA","Giles",20.4
"VA","Gloucester",17
"VA","Goochland",12.7
"VA","Grayson",21
"VA","Greene",17.5
"VA","Greensville",19.9
"VA","Halifax",19
"VA","Hampton",15
"VA","Hanover",13.9
"VA","Harrisonburg",13.1
"VA","Henrico",12.4
"VA","Henry",20
"VA","Highland",17.2
"VA","Hopewell",23
"VA","Isle of Wight",14.9
"VA","James",11.5
"VA","King and Queen",18.3
"VA","King George",13
"VA","King William",17.4
"VA","Lancaster",15.2
"VA","Lee",21.3
"VA","Lexington",12.4
"VA","Loudoun",7.4
"VA","Louisa",17.7
"VA","Lunenburg",20.2
"VA","Lynchburg",16.3
"VA","Madison",18.1
"VA","Manassas",14.6
"VA","Martinsville",16.3
"VA","Mathews",15.5
"VA","Mecklenburg",19.8
"VA","Middlesex",14.4
"VA","Montgomery",12.5
"VA","Nelson",16.6
"VA","New Kent",16.5
"VA","Newport News",16.1
"VA","Norfolk",15.1
"VA","Northampton",15.7
"VA","Northumberland",16.2
"VA","Norton",23.4
"VA","Nottoway",21.1
"VA","Orange",16.9
"VA","Page",22.2
"VA","Patrick",21.3
"VA","Petersburg",19.8
"VA","Pittsylvania",19.1
"VA","Poquoson",13.7
"VA","Portsmouth",17.7
"VA","Powhatan",15.6
"VA","Prince Edward",16.4
"VA","Prince George",16.7
"VA","Prince William/Manassas Park",12.4
"VA","Pulaski",20.6
"VA","Radford",16
"VA","Rappahannock",14.6
"VA","Richmond",14.9
"VA","Richmond",20.1
"VA","Roanoke",20.2
"VA","Roanoke",15.4
"VA","Rockbridge",17.6
"VA","Rockingham",16.7
"VA","Russell",21.5
"VA","Salem",18.3
"VA","Scott",21.4
"VA","Shenandoah",19.1
"VA","Smyth",20.7
"VA","Southampton/Franklin",18.6
"VA","Spotsylvania",13.6
"VA","Stafford",12.1
"VA","Staunton",15.7
"VA","Suffolk",15.7
"VA","Surry",16.3
"VA","Sussex",19.4
"VA","Tazewell",20.8
"VA","Virginia Beach",13.5
"VA","Warren",18.9
"VA","Washington",17.5
"VA","Westmoreland",18.7
"VA","Williamsburg",10.6
"VA","Winchester",18.2
"VA","Wise",22.8
"VA","Wythe",20.4
"VA","York",11.3
"VT","Addison",11.8
"VT","Bennington",13.8
"VT","Caledonia",14.2
"VT","Chittenden",10
"VT","Essex",15.8
"VT","Franklin",15.7
"VT","Grand Isle",12.2
"VT","Lamoille",11.8
"VT","Orange",13.4
"VT","Orleans",16.9
"VT","Rutland",14.4
"VT","Washington",12
"VT","Windham",12.4
"VT","Windsor",12.2
"WA","Adams",11.4
"WA","Asotin",19.1
"WA","Benton",12.9
"WA","Chelan",13.2
"WA","Clallam",16.7
"WA","Clark",13.3
"WA","Columbia",15.8
"WA","Cowlitz",17.5
"WA","Douglas",14
"WA","Ferry",17.5
"WA","Franklin",13.5
"WA","Garfield",12
"WA","Grant",13.7
"WA","Grays Harbor",19.6
"WA","Island",12.9
"WA","Jefferson",13.7
"WA","King",9.1
"WA","Kitsap",13.9
"WA","Kittitas",11.2
"WA","Klickitat",15.3
"WA","Lewis",17.5
"WA","Lincoln",14.4
"WA","Mason",17.6
"WA","Okanogan",15.1
"WA","Pacific",17.6
"WA","Pend Oreille",17.3
"WA","Pierce",14.6
"WA","San Juan",10.3
"WA","Skagit",14.5
"WA","Skamania",13.3
"WA","Snohomish",14
"WA","Spokane",15.1
"WA","Stevens",15.6
"WA","Thurston",13.2
"WA","Wahkiakum",16.5
"WA","Walla Walla",13.1
"WA","Whatcom",12.5
"WA","Whitman",8
"WA","Yakima",13.5
"WI","Adams",19.1
"WI","Ashland",17.3
"WI","Barron",17.4
"WI","Bayfield",15
"WI","Brown",13.9
"WI","Buffalo",16.3
"WI","Burnett",16.5
"WI","Calumet",13.2
"WI","Chippewa",16.8
"WI","Clark",18.4
"WI","Columbia",16.6
"WI","Crawford",17.8
"WI","Dane",10.1
"WI","Dodge",17.5
"WI","Door",13.5
"WI","Douglas",17.5
"WI","Dunn",14.6
"WI","Eau Claire",14
"WI","Florence",18.1
"WI","Fond du Lac",16
"WI","Forest",20.6
"WI","Grant",15.5
"WI","Green",15.9
"WI","Green Lake",18
"WI","Iowa",14.4
"WI","Iron",16.6
"WI","Jackson",19.3
"WI","Jefferson",15.4
"WI","Juneau",19.6
"WI","Kenosha",15.8
"WI","Kewaunee",16.7
"WI","La Crosse",15.3
"WI","Lafayette",15.4
"WI","Langlade",19.7
"WI","Lincoln",18.1
"WI","Manitowoc",16
"WI","Marathon",15.9
"WI","Marinette",19.7
"WI","Marquette",19.6
"WI","Menominee",22.6
"WI","Milwaukee",15.4
"WI","Monroe",19.5
"WI","Oconto",18
"WI","Oneida",16.3
"WI","Outagamie",14
"WI","Ozaukee",11.1
"WI","Pepin",15.8
"WI","Pierce",14
"WI","Polk",16.1
"WI","Portage",14.1
"WI","Price",17.4
"WI","Racine",15.8
"WI","Richland",17.5
"WI","Rock",17.2
"WI","Rusk",18.3
"WI","Sauk",16.7
"WI","Sawyer",17.4
"WI","Shawano",18.1
"WI","Sheboygan",15.5
"WI","St. Croix",12.7
"WI","Taylor",18.3
"WI","Trempealeau",17
"WI","Vernon",17.4
"WI","Vilas",16.7
"WI","Walworth",14.9
"WI","Washburn",16.4
"WI","Washington",14.1
"WI","Waukesha",11.7
"WI","Waupaca",17.3
"WI","Waushara",18.7
"WI","Winnebago",15.9
"WI","Wood",17.3
"WV","Barbour",22.7
"WV","Berkeley",20.6
"WV","Boone",27.6
"WV","Braxton",24.4
"WV","Brooke",24.6
"WV","Cabell",21.8
"WV","Calhoun",26
"WV","Clay",26.7
"WV","Doddridge",24.7
"WV","Fayette",26.5
"WV","Gilmer",22.2
"WV","Grant",25.2
"WV","Greenbrier",22.1
"WV","Hampshire",26.7
"WV","Hancock",25.5
"WV","Hardy",26.1
"WV","Harrison",20.8
"WV","Jackson",23.5
"WV","Jefferson",16.6
"WV","Kanawha",21.4
"WV","Lewis",22.5
"WV","Lincoln",26.5
"WV","Logan",26.8
"WV","Marion",21
"WV","Marshall",23.1
"WV","Mason",27.3
"WV","McDowell",28
"WV","Mercer",23.2
"WV","Mineral",23.7
"WV","Mingo",25.8
"WV","Monongalia",16.3
"WV","Monroe",22.6
"WV","Morgan",21.9
"WV","Nicholas",23.4
"WV","Ohio",21.1
"WV","Pendleton",22.4
"WV","Pleasants",24.6
"WV","Pocahontas",21.1
"WV","Preston",23.9
"WV","Putnam",19.9
"WV","Raleigh",24.5
"WV","Randolph",22.2
"WV","Ritchie",24.5
"WV","Roane",27.8
"WV","Summers",22.9
"WV","Taylor",22.1
"WV","Tucker",20.8
"WV","Tyler",23.9
"WV","Upshur",21.4
"WV","Wayne",25.5
"WV","Webster",25.3
"WV","Wetzel",23.1
"WV","Wirt",24.1
"WV","Wood",23.3
"WV","Wyoming",26.4
"WY","Albany",10.4
"WY","Big Horn",15.8
"WY","Campbell",18.7
"WY","Carbon",17.2
"WY","Converse",18
"WY","Crook",16.7
"WY","Fremont",16.9
"WY","Goshen",17.2
"WY","Hot Springs",17.4
"WY","Johnson",15.1
"WY","Laramie",16.5
"WY","Lincoln",12.8
"WY","Natrona",18.8
"WY","Niobrara",17.7
"WY","Park",13.4
"WY","Platte",17.6
"WY","Sheridan",16.7
"WY","Sublette",11.2
"WY","Sweetwater",17.4
"WY","Teton",8.1
"WY","Uinta",16.1
"WY","Washakie",16.1
"WY","Weston",18.7
