"State","County","Smokers","Obesity","Physically_Inactive","Excessive_Drinking","Chlamydia","Primary_Care_Physicians","Medicare_Enrollees"
"WI","Dane",13,22,15,26,0.404,643,52407
"WI","Dodge",17,28,23,26,0.415,47,8364
"WI","Door",15,28,22,21,0.147,22,5411
"WI","Douglas",19,32,25,24,0.448,14,5709
"WI","Dunn",16,30,22,25,0.254,31,4710
"WI","Eau Claire",17,32,21,25,0.354,131,11148
"WI","Florence",16,34,25,21,0.089,3,578
"WI","Fond du Lac",15,31,24,25,0.248,63,8757
"WI","Forest",19,32,25,22,0.619,3,1513
"WI","Grant",17,30,23,26,0.245,26,7625
"WI","Green",15,31,24,25,0.238,26,5052
"WI","Green Lake",16,31,23,24,0.205,21,1900
"WI","Iowa",15,28,22,25,0.168,17,3219
"WI","Iron",17,29,21,22,0.169,2,819
"WI","Jackson",19,33,23,23,0.254,21,1561
"WI","Jefferson",16,29,17,25,0.192,33,9252
"WI","Juneau",18,34,29,23,0.184,22,3849
"WI","Kenosha",17,32,23,23,0.472,77,14069
"WI","Kewaunee",14,35,30,24,0.175,8,1989
"WI","La Crosse",16,25,21,26,0.337,163,8039
"WI","Lafayette",16,33,18,24,0.119,4,2278
"WI","Langlade",16,29,23,22,0.148,18,2350
"WI","Lincoln",16,32,23,24,0.243,21,3713
"WI","Manitowoc",16,31,22,24,0.279,48,8220
"WI","Marathon",16,30,25,24,0.247,119,10625
"WI","Marinette",16,33,24,23,0.18,28,5606
"WI","Marquette",16,33,25,22,0.112,1,2140
"WI","Menominee",32,41,31,21,1.406,3,363
"WI","Milwaukee",20,31,23,22,1.019,708,67881
"WI","Monroe",17,32,27,24,0.288,27,4040
"WI","Oconto",16,29,25,25,0.227,11,3398
"WI","Oneida",15,30,24,22,0.154,47,5135
"WI","Outagamie",14,32,20,27,0.324,147,9445
"WI","Ozaukee",13,27,21,25,0.139,123,9952
"WI","Pepin",15,32,26,23,0.108,2,1139
"WI","Pierce",16,31,23,27,0.265,16,4985
"WI","Polk",16,30,21,23,0.154,45,6474
"WI","Portage",16,35,20,26,0.257,51,5668
"WI","Price",16,32,19,21,0.173,7,1931
"WI","Racine",17,32,23,24,0.473,98,19110
"WI","Richland",16,33,19,22,0.129,13,2567
"WI","Rock",18,34,24,23,0.405,101,20243
"WI","Rusk",18,32,28,21,0.286,13,1477
"WI","St. Croix",15,28,23,26,0.153,45,7288
"WI","Sauk",16,30,27,24,0.283,66,9204
"WI","Sawyer",20,28,27,21,0.253,17,3073
"WI","Shawano",17,33,24,23,0.231,28,3325
"WI","Sheboygan",15,28,24,24,0.27,64,10459
"WI","Taylor",16,34,27,25,0.181,8,1729
"WI","Trempealeau",16,31,24,24,0.201,11,2815
"WI","Vernon",18,34,27,22,0.086,25,2245
"WI","Vilas",17,27,20,20,0.173,17,5417
"WI","Walworth",17,27,26,25,0.284,43,11885
"WI","Washburn",16,29,25,22,0.183,16,3157
"WI","Washington",14,30,20,26,0.185,82,12830
"WI","Waukesha",13,27,17,24,0.167,560,45039
"WI","Waupaca",16,26,25,25,0.257,32,4613
"WI","Waushara",17,32,27,22,0.151,6,2330
"WI","Winnebago",15,28,23,26,0.353,143,10270
"WI","Wood",15,34,23,24,0.275,134,7016
"WY","Albany",19,21,17,21,0.322,27,3249
"WY","Big Horn",16,28,23,16,0.076,4,2053
"WY","Campbell",19,34,25,20,0.526,19,2950
"WY","Carbon",18,27,28,19,0.217,6,2090
"WY","Converse",17,28,28,18,0.236,6,1857
"WY","Crook",15,28,29,17,0.098,4,1086
"WY","Fremont",19,26,25,17,0.525,34,5670
"WY","Goshen",18,28,27,16,0.337,9,2455
"WY","Hot Springs",16,25,26,15,0.083,4,1103
"WY","Johnson",15,23,24,17,0.116,10,1425
"WY","Laramie",20,28,23,17,0.377,63,12662
"WY","Lincoln",14,24,23,16,0.084,12,2382
"WY","Natrona",20,28,23,18,0.483,59,9417
"WY","Niobrara",18,27,27,15,NA,1,492
"WY","Park",16,25,23,17,0.359,31,5446
"WY","Platte",17,27,27,16,0.148,5,1846
"WY","Sheridan",16,25,22,18,0.335,25,4818
"WY","Sublette",15,21,19,18,0.251,8,1063
"WY","Sweetwater",19,29,26,18,0.292,16,3889
"WY","Teton",15,13,11,22,0.194,29,2360
"WY","Uinta",18,30,25,16,0.395,9,1878
"WY","Washakie",16,25,22,15,0.165,3,1545
"WY","Weston",18,29,25,17,0.155,4,1143
