"","County.Name","State","Score.Clot","Score.Sepsis","Score.Cath.Infection","Score.Serious.Complication","Score.Death.Complications"
"1","ABBEVILLE","SC",NA,NA,NA,NA,NA
"2","ACADIA","LA",5.84,9.2,0.15,1.05,NA
"3","ADA","ID",7.33,16.91,0.31,1.12,143.67
"4","ADAIR","IA",NA,NA,NA,NA,NA
"5","ADAIR","KY",NA,NA,0.17,0.9,NA
"6","ADAIR","MO",3.97,9.8,0.14,0.71,116.82
"7","ADAIR","OK",5.01,NA,0.17,0.86,NA
"8","ADAMS","CO",7.72,12.12,0.3,1.13,153.31
"9","ADAMS","IA",NA,NA,NA,NA,NA
"10","ADAMS","IL",4.22,9.16,0.19,1.04,119.59
"11","ADAMS","IN",NA,NA,NA,NA,NA
"12","ADAMS","MS",4.67,9.73,0.15,0.85,NA
"13","ADAMS","ND",NA,NA,NA,NA,NA
"14","ADAMS","NE",7.83,10.67,0.15,1.04,132.99
"15","ADAMS","OH",NA,NA,NA,NA,NA
"16","ADAMS","PA",5,9.54,0.14,0.77,NA
"17","ADAMS","WA",NA,NA,NA,NA,NA
"18","ADAMS","WI",NA,NA,NA,NA,NA
"19","ADDISON","VT",NA,NA,NA,NA,NA
"20","AGUADILLA","PR",NA,NA,NA,NA,NA
"21","AIBONITO","PR",NA,NA,NA,NA,NA
"22","AIKEN","SC",5.34,8.13,0.3,0.92,140.79
"23","AITKIN","MN",NA,NA,NA,NA,NA
"24","ALACHUA","FL",5.22,14.2,0.2,0.81,147.04
"25","ALAMANCE","NC",2.21,12.37,0.13,0.67,151.83
"26","ALAMEDA","CA",12.01,13.34,0.26,1.76,169.53
"27","ALAMOSA","CO",5.21,11.19,0.15,0.81,NA
"28","ALBANY","NY",7.01,10.92,0.25,1.02,153.56
"29","ALBANY","WY",3.67,11,0.16,0.85,NA
"30","ALBEMARLE","VA",6.02,11.43,0.1,0.98,167.01
"31","ALCORN","MS",3.69,14.47,0.11,1.03,167.84
"32","ALEXANDRIA CITY","VA",5.81,18.27,0.25,0.88,125.65
"33","ALGER","MI",NA,NA,NA,NA,NA
"34","ALLAMAKEE","IA",NA,NA,NA,NA,NA
"35","ALLEGAN","MI",NA,NA,NA,NA,NA
"36","ALLEGANY","MD",NA,NA,NA,NA,NA
"37","ALLEGANY","NY",4.69,NA,0.16,1.02,NA
"38","ALLEGHANY","NC",NA,NA,NA,NA,NA
"39","ALLEGHANY","VA",3.91,9.58,0.16,0.77,NA
"40","ALLEGHENY","PA",8.76,14.58,0.23,1.11,155.65
"41","ALLEN","IN",7.55,14.07,0.17,1.17,149.78
"42","ALLEN","KS",NA,NA,NA,NA,NA
"43","ALLEN","KY",NA,NA,NA,NA,NA
"44","ALLEN","LA",4.89,NA,0.17,0.9,NA
"45","ALLEN","OH",5.46,15.05,0.17,0.84,130.04
"46","ALLENDALE","SC",NA,NA,NA,NA,NA
"47","ALPENA","MI",3.65,9.44,0.13,0.75,132.98
"48","AMADOR","CA",5.63,11.27,0.15,1.32,146.35
"49","ANCHORAGE","AK",5.95,14,0.33,1.14,163.08
"50","ANDERSON","KS",NA,NA,NA,NA,NA
"51","ANDERSON","SC",5.39,8.79,0.13,0.84,108.28
"52","ANDERSON","TN",4.04,8.71,0.17,0.87,152.79
"53","ANDERSON","TX",4.78,9.28,0.15,0.8,119.44
"54","ANDREWS","TX",NA,NA,0.17,0.87,NA
"55","ANDROSCOGGIN","ME",3.56,10.82,0.39,1.08,145.61
"56","ANGELINA","TX",4.99,12.57,0.13,1.1,123
"57","ANNE ARUNDEL","MD",NA,NA,NA,NA,NA
"58","ANOKA","MN",4.54,11.1,0.13,0.86,125.62
"59","ANSON","NC",NA,NA,0.17,0.9,NA
"60","ANTELOPE","NE",NA,NA,NA,NA,NA
"61","APACHE","AZ",4.92,NA,0.16,0.86,NA
"62","APPANOOSE","IA",NA,NA,NA,NA,NA
"63","APPLING","GA",5.08,NA,0.16,0.86,NA
"64","ARAPAHOE","CO",7.11,10.24,0.2,0.87,131.89
"65","ARCHULETA","CO",NA,NA,NA,NA,NA
"66","ARECIBO","PR",NA,NA,NA,NA,NA
"67","ARENAC","MI",NA,NA,NA,NA,NA
"68","ARKANSAS","AR",5.13,NA,0.17,0.85,NA
"69","ARLINGTON","VA",6.81,6.1,0.09,0.79,104.93
"70","ARMSTRONG","PA",3.83,9.89,0.15,0.7,NA
"71","AROOSTOOK","ME",4.6,11.54,0.16,0.91,133.15
"72","ARROYO","PR",NA,NA,NA,NA,NA
"73","ASCENSION","LA",8.08,9.99,0.16,1.04,NA
"74","ASHE","NC",NA,NA,NA,NA,NA
"75","ASHLAND","OH",3.31,NA,0.16,0.69,NA
"76","ASHLAND","WI",NA,NA,NA,NA,NA
"77","ASHLEY","AR",NA,NA,NA,NA,NA
"78","ASHTABULA","OH",4.95,9.16,0.15,0.83,NA
"79","ASOTIN","WA",NA,NA,NA,NA,NA
"80","ASSUMPTION","LA",NA,NA,NA,NA,NA
"81","ATASCOSA","TX",4.38,9.82,0.16,0.78,NA
"82","ATCHISON","KS",NA,NA,NA,NA,NA
"83","ATCHISON","MO",NA,NA,NA,NA,NA
"84","ATHENS","OH",3.93,9.56,0.15,0.84,NA
"85","ATLANTIC","NJ",7.63,12.13,0.18,0.98,163.99
"86","ATOKA","OK",NA,NA,NA,NA,NA
"87","ATTALA","MS",NA,NA,NA,NA,NA
"88","AUDRAIN","MO",3.76,9.71,0.15,0.72,NA
"89","AUDUBON","IA",NA,NA,NA,NA,NA
"90","AUGLAIZE","OH",3.85,NA,0.16,0.7,NA
"91","AUGUSTA","VA",3.72,9.61,0.55,0.81,120.66
"92","AUSTIN","TX",NA,NA,0.17,0.9,NA
"93","AUTAUGA","AL",4.57,NA,0.15,0.87,NA
"94","AVERY","NC",NA,NA,NA,NA,NA
"95","AVOYELLES","LA",4.78,NA,0.16,0.78,NA
"96","BACA","CO",NA,NA,NA,NA,NA
"97","BACON","GA",NA,NA,NA,NA,NA
"98","BAILEY","TX",NA,NA,NA,NA,NA
"99","BAKER","FL",NA,NA,NA,NA,NA
"100","BAKER","OR",NA,NA,NA,NA,NA
"101","BALDWIN","AL",6.55,10.64,0.16,1,142.5
"102","BALDWIN","GA",3.85,NA,0.15,0.91,NA
"103","BALTIMORE","MD",NA,NA,NA,NA,NA
"104","BALTIMORE CITY","MD",NA,NA,NA,NA,NA
"105","BANNOCK","ID",4.56,12.46,0.13,0.88,141.99
"106","BARAGA","MI",NA,NA,NA,NA,NA
"107","BARBER","KS",NA,NA,NA,NA,NA
"108","BARBOUR","AL",4.91,NA,0.16,0.81,NA
"109","BARBOUR","WV",NA,NA,NA,NA,NA
"110","BARNES","ND",NA,NA,NA,NA,NA
"111","BARNSTABLE","MA",6.97,13.76,0.12,1.19,132.3
"112","BARREN","KY",3.78,9.48,0.13,0.74,155.33
"113","BARRON","WI",3.04,NA,0.16,0.73,NA
"114","BARROW","GA",5.5,NA,0.16,0.83,NA
"115","BARRY","MI",6.33,NA,0.16,1.24,NA
"116","BARRY","MO",NA,NA,NA,NA,NA
"117","BARTHOLOMEW","IN",3.41,9.66,0.12,0.76,137.3
"118","BARTON","KS",4.14,8.71,0.16,0.91,NA
"119","BARTON","MO",NA,NA,NA,NA,NA
"120","BARTOW","GA",4,9.81,0.33,0.77,128.67
"121","BASTROP","TX",NA,NA,0.17,0.9,NA
"122","BATES","MO",5.91,NA,0.17,0.99,NA
"123","BATH","VA",NA,NA,NA,NA,NA
"124","BAXTER","AR",3.02,9.59,0.21,0.75,146.85
"125","BAY","FL",4.2,11.66,0.14,0.77,129.25
"126","BAY","MI",7.61,9.75,0.07,0.8,135.54
"127","BAYAMON","PR",NA,NA,NA,NA,NA
"128","BAYLOR","TX",NA,NA,0.17,0.89,NA
"129","BEADLE","SD",NA,NA,NA,NA,NA
"130","BEAR LAKE","ID",NA,NA,NA,NA,NA
"131","BEAUFORT","NC",3.97,9.32,0.14,0.76,NA
"132","BEAUFORT","SC",7.52,7.99,0.13,0.91,154.85
"133","BEAUREGARD","LA",6.71,NA,0.15,1.02,NA
"134","BEAVER","OK",NA,NA,NA,NA,NA
"135","BEAVER","PA",5.04,9.07,0.12,1.24,109.45
"136","BEAVER","UT",NA,NA,0.17,0.9,NA
"137","BEAVERHEAD","MT",NA,NA,NA,NA,NA
"138","BECKER","MN",4.12,11.58,0.17,0.94,NA
"139","BECKHAM","OK",5.67,14.86,0.16,1.27,121.17
"140","BEDFORD","PA",4.55,NA,0.16,0.84,NA
"141","BEDFORD","TN",8.75,9.57,0.28,1.22,NA
"142","BEDFORD","VA",6.27,NA,0.16,0.98,NA
"143","BEE","TX",4.87,NA,0.16,0.95,NA
"144","BELKNAP","NH",4.68,7.12,0.13,0.96,142.18
"145","BELL","KY",4.83,NA,0.16,0.87,NA
"146","BELL","TX",6.39,11.96,0.15,0.81,135.3
"147","BELMONT","OH",4.73,NA,0.27,0.9,NA
"148","BELTRAMI","MN",3.25,12.49,0.17,0.9,143.88
"149","BEN HILL","GA",6.25,NA,0.17,1,NA
"150","BENEWAH","ID",NA,NA,NA,NA,NA
"151","BENNETT","SD",NA,NA,NA,NA,NA
"152","BENNINGTON","VT",3.87,9.66,0.12,0.76,NA
"153","BENTON","AR",4.49,15.14,0.16,0.9,108.75
"154","BENTON","IA",NA,NA,NA,NA,NA
"155","BENTON","OR",3.92,10.55,0.12,1.09,123.61
"156","BENTON","TN",NA,NA,NA,NA,NA
"157","BENTON","WA",3.87,10.83,0.25,0.76,157.03
"158","BENZIE","MI",NA,NA,NA,NA,NA
"159","BERGEN","NJ",10.18,14.83,0.25,1.14,175.25
"160","BERKELEY","WV",5.76,10.96,0.2,0.91,140.03
"161","BERKS","PA",7.06,13.28,0.41,1.33,128.37
"162","BERKSHIRE","MA",2.59,9.26,0.11,0.44,178.56
"163","BERNALILLO","NM",7.77,12.66,0.17,1.53,149.82
"164","BERRIEN","GA",NA,NA,0.17,0.9,NA
"165","BERRIEN","MI",4.45,11,0.17,0.84,132.93
"166","BERTIE","NC",NA,NA,NA,NA,NA
"167","BETHEL","AK",NA,NA,0.17,0.9,NA
"168","BEXAR","TX",7.61,11.89,0.25,1.33,148.66
"169","BIBB","AL",NA,NA,0.17,0.9,NA
"170","BIBB","GA",4.04,10.69,0.32,0.87,179.15
"171","BIENVILLE","LA",NA,NA,NA,NA,NA
"172","BIG HORN","MT",NA,NA,NA,NA,NA
"173","BIG HORN","WY",NA,NA,NA,NA,NA
"174","BIG STONE","MN",NA,NA,NA,NA,NA
"175","BINGHAM","ID",NA,NA,NA,0.9,NA
"176","BLACK HAWK","IA",7.08,9.29,0.2,1,138.56
"177","BLACKFORD","IN",NA,NA,NA,NA,NA
"178","BLADEN","NC",NA,NA,NA,NA,NA
"179","BLAINE","ID",NA,NA,NA,NA,NA
"180","BLAINE","MT",NA,NA,NA,NA,NA
"181","BLAINE","OK",NA,NA,NA,NA,NA
"182","BLAIR","PA",6.94,12.91,0.16,0.92,161.75
"183","BLECKLEY","GA",NA,NA,NA,NA,NA
"184","BLEDSOE","TN",NA,NA,NA,NA,NA
"185","BLOUNT","AL",NA,NA,NA,NA,NA
"186","BLOUNT","TN",5.79,9.97,0.12,0.93,152.66
"187","BLUE EARTH","MN",4.78,8.84,0.13,0.92,107.93
"188","BOLIVAR","MS",4.9,9.26,0.15,1,NA
"189","BON HOMME","SD",NA,NA,NA,NA,NA
"190","BOND","IL",NA,NA,0.17,0.89,NA
"191","BONNER","ID",NA,NA,NA,NA,NA
"192","BONNEVILLE","ID",3.63,7.44,0.27,0.88,161.29
"193","BOONE","AR",2.92,13.02,0.27,0.74,141
"194","BOONE","IA",NA,NA,NA,NA,NA
"195","BOONE","IN",5.12,9.82,0.16,0.81,NA
"196","BOONE","KY",3.42,8.28,0.11,0.8,138.26
"197","BOONE","MO",4.42,12.68,0.15,1.12,184.68
"198","BOONE","NE",NA,NA,NA,NA,NA
"199","BOONE","WV",NA,NA,NA,NA,NA
"200","BOSQUE","TX",NA,NA,NA,NA,NA
"201","BOSSIER","LA",2.86,11.19,0.1,0.5,165.79
"202","BOTTINEAU","ND",NA,NA,NA,NA,NA
"203","BOULDER","CO",7.28,12.42,0.16,1.1,146.46
"204","BOUNDARY","ID",NA,NA,NA,NA,NA
"205","BOURBON","KS",4.37,NA,0.16,0.76,NA
"206","BOURBON","KY",5.08,NA,0.17,0.86,NA
"207","BOWIE","TX",8.26,11.74,0.12,1.1,155.54
"208","BOWMAN","ND",NA,NA,NA,NA,NA
"209","BOX BUTTE","NE",NA,NA,NA,NA,NA
"210","BOX ELDER","UT",5.07,11.14,0.17,0.89,NA
"211","BOYD","KY",6.93,12.05,0.15,0.99,140.82
"212","BOYD","NE",NA,NA,NA,NA,NA
"213","BOYLE","KY",4.52,9.57,0.12,0.91,120.1
"214","BRADFORD","FL",NA,NA,NA,NA,NA
"215","BRADFORD","PA",5.89,7.16,0.17,0.98,138.09
"216","BRADLEY","AR",NA,NA,NA,NA,NA
"217","BRADLEY","TN",5.5,9.73,0.2,1.03,180.08
"218","BRANCH","MI",4.45,9.28,0.15,0.69,NA
"219","BRAXTON","WV",NA,NA,NA,NA,NA
"220","BRAZORIA","TX",4.23,9.59,0.17,0.89,NA
"221","BRAZOS","TX",9.58,11.62,0.17,1.16,155.51
"222","BREATHITT","KY",4.75,NA,0.16,0.94,NA
"223","BRECKINRIDGE","KY",NA,NA,NA,NA,NA
"224","BREMER","IA",NA,NA,NA,NA,NA
"225","BREVARD","FL",7.13,12.46,0.27,1.09,174.08
"226","BREWSTER","TX",NA,NA,NA,NA,NA
"227","BRISTOL","MA",6.02,11.66,0.32,0.8,166.55
"228","BROADWATER","MT",NA,NA,NA,NA,NA
"229","BRONX","NY",13.47,15.36,0.18,1.52,141.63
"230","BROOKINGS","SD",4.84,NA,0.17,0.9,NA
"231","BROOKS","GA",NA,NA,NA,NA,NA
"232","BROOME","NY",5.37,8.54,0.42,1.17,151.61
"233","BROOMFIELD","CO",4.36,9.44,0.14,0.75,130.86
"234","BROWARD","FL",7.99,14.02,0.28,1.12,158.5
"235","BROWN","KS",NA,NA,NA,NA,NA
"236","BROWN","MN",NA,NA,NA,NA,NA
"237","BROWN","NE",NA,NA,NA,NA,NA
"238","BROWN","SD",4.06,9.68,0.16,0.85,147.43
"239","BROWN","TX",3.2,8.63,0.14,0.65,136.24
"240","BROWN","WI",7.39,13.37,0.27,1.19,151.97
"241","BRULE","SD",NA,NA,NA,NA,NA
"242","BRUNSWICK","NC",2.4,7.72,0.14,0.62,142.76
"243","BRYAN","OK",3.3,NA,0.13,0.69,131.82
"244","BUCHANAN","IA",NA,NA,NA,NA,NA
"245","BUCHANAN","MO",1.82,10.52,0.14,0.64,112.73
"246","BUCHANAN","VA",5.14,NA,0.17,0.93,NA
"247","BUCKS","PA",14.1,10.68,0.17,1.34,140.4
"248","BUENA VISTA","IA",NA,NA,NA,NA,NA
"249","BUFFALO","NE",3.81,12.58,0.19,0.93,152.76
"250","BULLOCH","GA",5.7,12.33,0.13,0.83,127.28
"251","BULLOCK","AL",NA,NA,0.15,0.86,NA
"252","BUNCOMBE","NC",4.4,4.5,0.18,0.81,116.59
"253","BUREAU","IL",3.28,9.72,0.16,0.76,NA
"254","BURKE","GA",NA,NA,0.17,0.9,NA
"255","BURKE","NC",4.66,9.3,0.21,0.94,113.48
"256","BURLEIGH","ND",4.85,10.17,0.12,0.91,150.76
"257","BURLESON","TX",NA,NA,NA,NA,NA
"258","BURLINGTON","NJ",6.15,12.47,0.41,0.99,151.61
"259","BURNET","TX",NA,NA,NA,NA,NA
"260","BURNETT","WI",NA,NA,NA,NA,NA
"261","BURT","NE",NA,NA,NA,NA,NA
"262","BUTLER","AL",4.55,9.86,0.17,1.03,NA
"263","BUTLER","KS",5.08,9.77,0.16,0.91,143.03
"264","BUTLER","MO",5.94,10.28,0.19,0.9,129.83
"265","BUTLER","NE",NA,NA,NA,NA,NA
"266","BUTLER","OH",8.19,11.24,0.23,1.05,141.67
"267","BUTLER","PA",2.91,8.38,0.11,0.67,121.6
"268","BUTTE","CA",4.25,11.81,0.17,0.86,131.7
"269","BUTTE","ID",NA,NA,NA,NA,NA
"270","BUTTS","GA",NA,NA,NA,NA,NA
"271","CABARRUS","NC",6.95,5.39,0.08,0.76,124.2
"272","CABELL","WV",5.88,10.04,0.24,1.03,159.53
"273","CACHE","UT",4.82,9.92,0.17,0.84,NA
"274","CADDO","LA",8.69,12.32,1.23,2.05,169.04
"275","CADDO","OK",NA,NA,NA,NA,NA
"276","CAGUAS","PR",NA,NA,NA,NA,NA
"277","CALAVERAS","CA",NA,NA,NA,NA,NA
"278","CALCASIEU","LA",4.29,11.19,0.2,0.94,150.09
"279","CALDWELL","KY",NA,NA,NA,NA,NA
"280","CALDWELL","LA",NA,NA,0.17,0.95,NA
"281","CALDWELL","NC",7.02,NA,0.26,1,127.17
"282","CALDWELL","TX",NA,NA,NA,NA,NA
"283","CALEDONIA","VT",NA,NA,NA,NA,NA
"284","CALHOUN","AL",6.57,10.78,0.14,1.14,157.97
"285","CALHOUN","FL",NA,NA,NA,NA,NA
"286","CALHOUN","IA",NA,NA,NA,NA,NA
"287","CALHOUN","MI",6.55,9.74,0.15,0.92,143.45
"288","CALHOUN","MS",NA,NA,NA,NA,NA
"289","CALHOUN","TX",NA,NA,NA,NA,NA
"290","CALHOUN","WV",NA,NA,NA,NA,NA
"291","CALLAWAY","MO",NA,NA,0.17,0.9,NA
"292","CALLOWAY","KY",4.76,10.09,0.14,0.68,NA
"293","CALUMET","WI",NA,NA,NA,NA,NA
"294","CALVERT","MD",NA,NA,NA,NA,NA
"295","CAMBRIA","PA",12.36,10.72,0.17,1.53,124.96
"296","CAMDEN","GA",4.31,NA,0.16,0.75,NA
"297","CAMDEN","MO",3.37,8.88,0.13,0.65,146.13
"298","CAMDEN","NJ",7.76,13.27,0.17,0.94,167.98
"299","CAMERON","LA",NA,NA,NA,0.9,NA
"300","CAMERON","TX",5.68,10.17,0.14,0.83,151.9
"301","CAMP","TX",NA,NA,NA,NA,NA
"302","CAMPBELL","KY",2.64,8.87,0.11,0.6,126.52
"303","CAMPBELL","TN",4.95,NA,0.41,0.87,NA
"304","CAMPBELL","WY",5.04,9.82,0.16,1.06,NA
"305","CANADIAN","OK",4.65,NA,0.17,0.98,NA
"306","CANDLER","GA",NA,NA,NA,NA,NA
"307","CANNON","TN",NA,NA,0.17,0.9,NA
"308","CANYON","ID",3.84,9.35,0.15,0.7,NA
"309","CAPE GIRARDEAU","MO",2.96,14.32,0.2,1.07,138.68
"310","CAPE MAY","NJ",4.24,9.39,0.58,0.84,140.16
"311","CARBON","MT",NA,NA,NA,NA,NA
"312","CARBON","PA",5.01,NA,0.16,0.9,NA
"313","CARBON","UT",3.77,9.3,0.16,0.81,NA
"314","CARBON","WY",NA,NA,NA,NA,NA
"315","CARIBOU","ID",NA,NA,NA,NA,NA
"316","CARLTON","MN",NA,NA,NA,NA,NA
"317","CAROLINA","PR",NA,NA,NA,NA,NA
"318","CARROLL","AR",NA,NA,NA,NA,NA
"319","CARROLL","GA",4.83,6.92,0.16,1.02,120.11
"320","CARROLL","IA",4.96,8.8,0.16,0.85,NA
"321","CARROLL","KY",NA,NA,NA,NA,NA
"322","CARROLL","MD",NA,NA,NA,NA,NA
"323","CARROLL","MO",NA,NA,NA,NA,NA
"324","CARROLL","NH",NA,NA,NA,NA,NA
"325","CARROLL","TN",5.11,NA,0.17,0.93,NA
"326","CARSON CITY","NV",5.81,11.27,0.16,0.88,132
"327","CARTER","MT",NA,NA,NA,NA,NA
"328","CARTER","OK",2.49,9.3,0.2,0.72,175.49
"329","CARTER","TN",5.23,NA,0.16,0.87,NA
"330","CARTERET","NC",6.34,10.58,0.22,0.88,135.67
"331","CARVER","MN",3.77,9.62,0.16,0.97,NA
"332","CASCADE","MT",3.78,10.46,0.17,0.87,162.21
"333","CASEY","KY",NA,NA,NA,NA,NA
"334","CASS","IA",NA,NA,NA,NA,NA
"335","CASS","IN",5.25,NA,0.16,1.04,NA
"336","CASS","MI",NA,NA,NA,NA,NA
"337","CASS","MN",NA,NA,NA,NA,NA
"338","CASS","MO",3.22,9.17,0.16,0.73,NA
"339","CASS","ND",3.63,9.15,0.42,1.01,163.91
"340","CASSIA","ID",NA,NA,NA,NA,NA
"341","CASTRO","TX",NA,NA,NA,NA,NA
"342","CATAWBA","NC",4.06,8.01,0.19,0.83,175.15
"343","CATOOSA","GA",4.23,NA,0.27,1,NA
"344","CATTARAUGUS","NY",3.95,12.17,0.14,1.11,142.67
"345","CAVALIER","ND",NA,NA,NA,NA,NA
"346","CAYEY","PR",NA,NA,NA,NA,NA
"347","CAYUGA","NY",3.91,9.59,0.14,0.9,NA
"348","CECIL","MD",NA,NA,NA,NA,NA
"349","CEDAR","MO",NA,NA,NA,NA,NA
"350","CENTRE","PA",4.49,9.02,0.13,0.79,118
"351","CERRO GORDO","IA",3.01,6.22,0.18,0.97,131.36
"352","CHAFFEE","CO",NA,NA,NA,NA,NA
"353","CHAMBERS","TX",NA,NA,NA,NA,NA
"354","CHAMPAIGN","IL",6.78,9.68,0.12,0.87,140.32
"355","CHAMPAIGN","OH",NA,NA,NA,NA,NA
"356","CHARLES","MD",NA,NA,NA,NA,NA
"357","CHARLES MIX","SD",NA,NA,NA,NA,NA
"358","CHARLESTON","SC",6.74,13.03,0.24,1.18,141.76
"359","CHARLEVOIX","MI",NA,NA,NA,NA,NA
"360","CHARLOTTE","FL",7.36,12.27,0.56,1.04,118.15
"361","CHARLOTTESVILLE CITY","VA",6.54,13.8,0.09,0.84,165.78
"362","CHASE","NE",NA,NA,NA,NA,NA
"363","CHATHAM","GA",7.41,22.75,0.68,1.3,183.38
"364","CHATHAM","NC",NA,NA,NA,NA,NA
"365","CHATTOOGA","GA",2.82,8.9,0.14,0.98,110.04
"366","CHAUTAUQUA","KS",NA,NA,NA,NA,NA
"367","CHAUTAUQUA","NY",4.91,11.13,0.17,0.9,NA
"368","CHAVES","NM",6.6,11.11,0.16,1.02,138.89
"369","CHEATHAM","TN",NA,NA,NA,NA,NA
"370","CHELAN","WA",5.48,6.51,0.18,1.06,174.18
"371","CHEMUNG","NY",2.46,12.2,0.19,0.87,112.16
"372","CHENANGO","NY",4.32,9.77,0.16,0.85,NA
"373","CHEROKEE","AL",NA,NA,0.14,0.85,NA
"374","CHEROKEE","GA",7.41,10.62,0.24,0.96,132.19
"375","CHEROKEE","IA",NA,NA,NA,NA,NA
"376","CHEROKEE","KS",2.14,8.97,0.17,0.66,NA
"377","CHEROKEE","NC",NA,NA,NA,NA,NA
"378","CHEROKEE","OK",5.44,8.01,0.25,0.98,115.98
"379","CHEROKEE","SC",4.19,9.92,0.16,0.94,NA
"380","CHEROKEE","TX",4.26,NA,0.16,0.77,NA
"381","CHERRY","NE",NA,NA,NA,NA,NA
"382","CHESAPEAKE CITY","VA",7.89,14.09,0.09,0.95,137.71
"383","CHESHIRE","NH",3.83,10.26,0.14,0.69,NA
"384","CHESTER","PA",6.69,14.15,0.19,0.96,180.41
"385","CHESTER","SC",4.86,NA,0.16,0.82,NA
"386","CHESTERFIELD","SC",NA,NA,NA,NA,NA
"387","CHESTERFIELD","VA",8.68,9.42,0.4,1.35,156.07
"388","CHEYENNE","CO",NA,NA,0.17,0.9,NA
"389","CHEYENNE","KS",NA,NA,NA,NA,NA
"390","CHEYENNE","NE",NA,NA,NA,NA,NA
"391","CHICKASAW","IA",NA,NA,NA,NA,NA
"392","CHICKASAW","MS",NA,NA,0.17,0.9,NA
"393","CHICOT","AR",NA,NA,NA,NA,NA
"394","CHILDRESS","TX",4.63,NA,0.17,0.83,NA
"395","CHIPPEWA","MI",3.96,12.37,0.16,0.79,NA
"396","CHIPPEWA","MN",NA,NA,NA,NA,NA
"397","CHIPPEWA","WI",4.1,9.95,0.14,0.77,NA
"398","CHISAGO","MN",5.04,NA,0.16,0.89,NA
"399","CHITTENDEN","VT",6.25,9,0.45,0.85,120.07
"400","CHOCTAW","AL",NA,NA,NA,NA,NA
"401","CHOCTAW","MS",NA,NA,NA,NA,NA
"402","CHOCTAW","OK",5.04,NA,0.16,0.85,NA
"403","CHOUTEAU","MT",NA,NA,NA,NA,NA
"404","CHOWAN","NC",NA,NA,NA,NA,NA
"405","CHRISTIAN","IL",NA,NA,NA,NA,NA
"406","CHRISTIAN","KY",6.87,14.08,0.13,0.97,139.24
"407","CHURCHILL","NV",4.36,NA,0.16,0.91,NA
"408","CIBOLA","NM",NA,NA,0.17,0.9,NA
"409","CIMARRON","OK",NA,NA,NA,NA,NA
"410","CITRUS","FL",6.6,8.73,0.27,1.08,130.77
"411","CLACKAMAS","OR",5.8,9.84,0.16,0.98,NA
"412","CLAIBORNE","LA",NA,NA,0.16,0.85,NA
"413","CLAIBORNE","MS",NA,NA,NA,NA,NA
"414","CLAIBORNE","TN",4.32,NA,0.16,0.83,NA
"415","CLALLAM","WA",5.25,9,0.12,1.02,171.05
"416","CLARE","MI",4.46,NA,0.16,0.96,NA
"417","CLARENDON","SC",5.29,9.88,0.15,0.84,NA
"418","CLARION","PA",5.78,NA,0.28,1.18,NA
"419","CLARK","AR",NA,NA,NA,NA,NA
"420","CLARK","IN",7.94,9.75,0.14,1.26,138.07
"421","CLARK","KS",NA,NA,NA,NA,NA
"422","CLARK","KY",4.04,9.58,0.16,0.78,NA
"423","CLARK","NV",12.23,18.05,0.34,1.38,179.41
"424","CLARK","OH",4.92,13.52,0.35,0.79,133.14
"425","CLARK","WA",4.4,11.54,0.13,1.02,117.69
"426","CLARK","WI",NA,NA,NA,NA,NA
"427","CLARKE","AL",NA,NA,0.17,0.89,NA
"428","CLARKE","GA",9.31,9.19,0.16,1.11,140.91
"429","CLARKE","IA",NA,NA,NA,NA,NA
"430","CLARKE","MS",NA,NA,NA,NA,NA
"431","CLATSOP","OR",NA,NA,NA,NA,NA
"432","CLAY","AL",NA,NA,0.13,0.82,NA
"433","CLAY","AR",NA,NA,NA,NA,NA
"434","CLAY","FL",6.5,11.29,0.15,0.91,130.31
"435","CLAY","IA",3.81,8.51,0.16,0.71,137
"436","CLAY","IL",NA,NA,NA,NA,NA
"437","CLAY","IN",NA,NA,NA,NA,NA
"438","CLAY","KS",NA,NA,NA,NA,NA
"439","CLAY","KY",5,NA,0.15,0.86,NA
"440","CLAY","MO",5.16,9.35,0.12,0.78,124.1
"441","CLAY","MS",4.94,NA,0.16,0.87,NA
"442","CLAY","SD",NA,NA,NA,NA,NA
"443","CLAY","TN",NA,NA,NA,NA,NA
"444","CLAY","TX",NA,NA,NA,NA,NA
"445","CLAYTON","GA",3.87,10.19,0.12,0.89,167.97
"446","CLAYTON","IA",NA,NA,NA,NA,NA
"447","CLEARFIELD","PA",6.29,9.77,0.15,0.84,135.41
"448","CLEARWATER","ID",NA,NA,NA,NA,NA
"449","CLEARWATER","MN",NA,NA,NA,NA,NA
"450","CLEBURNE","AR",NA,NA,NA,NA,NA
"451","CLERMONT","OH",2.9,10.34,0.13,0.62,134.75
"452","CLEVELAND","NC",4.81,6.87,0.16,0.79,136.5
"453","CLEVELAND","OK",3.91,12.05,0.17,0.81,156.56
"454","CLINCH","GA",NA,NA,NA,NA,NA
"455","CLINTON","IA",5.5,9.92,0.25,0.93,125.79
"456","CLINTON","IL",4.46,NA,0.16,0.91,NA
"457","CLINTON","IN",NA,NA,NA,NA,NA
"458","CLINTON","KY",5.02,NA,0.17,0.85,NA
"459","CLINTON","MI",NA,NA,NA,NA,NA
"460","CLINTON","MO",5.06,9.74,0.28,0.87,NA
"461","CLINTON","NY",3.59,NA,0.2,0.71,129.48
"462","CLINTON","OH",4.51,9.34,0.15,0.78,NA
